!NGx Ngy
171 121
!  x[cm]	   y[cm]	  Bx[Arb]	By[Arb]		
 1.700000	 2.300000	 0.211878	 0.986744
 1.700000	 2.400000	 0.231151	 0.978051
 1.700000	 2.500000	 0.255771	 0.952750
 1.700000	 2.600000	 0.266772	 0.938186
 1.700000	 2.700000	 0.294028	 0.922549
 1.700000	 2.800000	 0.303585	 0.900972
 1.700000	 2.900000	 0.311263	 0.882983
 1.700000	 3.000000	 0.325128	 0.848266
 1.700000	 3.100000	 0.334409	 0.829322
 1.700000	 3.200000	 0.343782	 0.803584
 1.700000	 3.300000	 0.357052	 0.775634
 1.700000	 3.400000	 0.355389	 0.745625
 1.700000	 3.500000	 0.369980	 0.721710
 1.700000	 3.600000	 0.368500	 0.690765
 1.700000	 3.700000	 0.375569	 0.670138
 1.700000	 3.800000	 0.381773	 0.641371
 1.700000	 3.900000	 0.383099	 0.612069
 1.700000	 4.000000	 0.376354	 0.585750
 1.700000	 4.100000	 0.382413	 0.555001
 1.700000	 4.200000	 0.374715	 0.533213
 1.700000	 4.300000	 0.372704	 0.505461
 1.700000	 4.400000	 0.369748	 0.474873
 1.700000	 4.500000	 0.361699	 0.458890
 1.700000	 4.600000	 0.359132	 0.431762
 1.700000	 4.700000	 0.352735	 0.413091
 1.700000	 4.800000	 0.353565	 0.390382
 1.700000	 4.900000	 0.352414	 0.370319
 1.700000	 5.000000	 0.346298	 0.345671
 1.700000	 5.100000	 0.339282	 0.318569
 1.700000	 5.200000	 0.339482	 0.305557
 1.700000	 5.300000	 0.327510	 0.283927
 1.700000	 5.400000	 0.325557	 0.262052
 1.700000	 5.500000	 0.326449	 0.249143
 1.700000	 5.600000	 0.318894	 0.229199
 1.700000	 5.700000	 0.318308	 0.215034
 1.700000	 5.800000	 0.313771	 0.195676
 1.700000	 5.900000	 0.309181	 0.180716
 1.700000	 6.000000	 0.308289	 0.159809
 1.800000	-6.000000	-0.320850	 0.157758
 1.800000	-5.900000	-0.325884	 0.173666
 1.800000	-5.800000	-0.328234	 0.187575
 1.800000	-5.700000	-0.336058	 0.210102
 1.800000	-5.600000	-0.335431	 0.222432
 1.800000	-5.500000	-0.343056	 0.241243
 1.800000	-5.400000	-0.342875	 0.263308
 1.800000	-5.300000	-0.350732	 0.284139
 1.800000	-5.200000	-0.357761	 0.306745
 1.800000	-5.100000	-0.361011	 0.316418
 1.800000	-5.000000	-0.368378	 0.343320
 1.800000	-4.900000	-0.377438	 0.362655
 1.800000	-4.800000	-0.376595	 0.378527
 1.800000	-4.700000	-0.384537	 0.405198
 1.800000	-4.600000	-0.384320	 0.426937
 1.800000	-4.500000	-0.387680	 0.454997
 1.800000	-4.400000	-0.402241	 0.477710
 1.800000	-4.300000	-0.402684	 0.501891
 1.800000	-4.200000	-0.396913	 0.526734
 1.800000	-4.100000	-0.403552	 0.557218
 1.800000	-4.000000	-0.406951	 0.571222
 1.800000	-3.900000	-0.401097	 0.614056
 1.800000	-3.800000	-0.404602	 0.635912
 1.800000	-3.700000	-0.400985	 0.672750
 1.800000	-3.600000	-0.402359	 0.698731
 1.800000	-3.500000	-0.385870	 0.726390
 1.800000	-3.400000	-0.387866	 0.756252
 1.800000	-3.300000	-0.390052	 0.783466
 1.800000	-3.200000	-0.374891	 0.811374
 1.800000	-3.100000	-0.363711	 0.846308
 1.800000	-3.000000	-0.349802	 0.866758
 1.800000	-2.900000	-0.346014	 0.899635
 1.800000	-2.800000	-0.326207	 0.918075
 1.800000	-2.700000	-0.306865	 0.940264
 1.800000	-2.600000	-0.286554	 0.956557
 1.800000	-2.500000	-0.274305	 0.977043
 1.800000	-2.400000	-0.256314	 0.991423
 1.800000	-2.300000	-0.232704	 1.006969
 1.800000	-2.200000	-0.212270	 1.016142
 1.800000	-2.100000	-0.194591	 1.028309
 1.800000	-2.000000	-0.179233	 1.037769
 1.800000	-1.900000	-0.162016	 1.039517
 1.800000	-1.800000	-0.146618	 1.048408
 1.800000	-1.700000	-0.134155	 1.050106
 1.800000	-1.600000	-0.121422	 1.057892
 1.800000	-1.500000	-0.103455	 1.054777
 1.800000	-1.400000	-0.092768	 1.058792
 1.800000	-1.300000	-0.081978	 1.059590
 1.800000	-1.200000	-0.070113	 1.058201
 1.800000	-1.100000	-0.062358	 1.057754
 1.800000	-1.000000	-0.054205	 1.057745
 1.800000	-0.900000	-0.044678	 1.057308
 1.800000	-0.800000	-0.037859	 1.054164
 1.800000	-0.700000	-0.032940	 1.055202
 1.800000	-0.600000	-0.026840	 1.052860
 1.800000	-0.500000	-0.022514	 1.053366
 1.800000	-0.400000	-0.017961	 1.052641
 1.800000	-0.300000	-0.013365	 1.052313
 1.800000	-0.200000	-0.008705	 1.051781
 1.800000	-0.100000	-0.004108	 1.052016
 1.800000	-0.000000	-0.001094	 1.051226
 1.800000	 0.100000	 0.004515	 1.051496
 1.800000	 0.200000	 0.007890	 1.052284
 1.800000	 0.300000	 0.012299	 1.052009
 1.800000	 0.400000	 0.016612	 1.052496
 1.800000	 0.500000	 0.020206	 1.053960
 1.800000	 0.600000	 0.025988	 1.054596
 1.800000	 0.700000	 0.032791	 1.056066
 1.800000	 0.800000	 0.039294	 1.055305
 1.800000	 0.900000	 0.045383	 1.058655
 1.800000	 1.000000	 0.052495	 1.058866
 1.800000	 1.100000	 0.061316	 1.057976
 1.800000	 1.200000	 0.071206	 1.060520
 1.800000	 1.300000	 0.082805	 1.057088
 1.800000	 1.400000	 0.091585	 1.058448
 1.800000	 1.500000	 0.107957	 1.056672
 1.800000	 1.600000	 0.117625	 1.055033
 1.800000	 1.700000	 0.133294	 1.054620
 1.800000	 1.800000	 0.147306	 1.047503
 1.800000	 1.900000	 0.162163	 1.045342
 1.800000	 2.000000	 0.177155	 1.034078
 1.800000	 2.100000	 0.197465	 1.029617
 1.800000	 2.200000	 0.215153	 1.017529
 1.800000	 2.300000	 0.230707	 1.008018
 1.800000	 2.400000	 0.249877	 0.990485
 1.800000	 2.500000	 0.267937	 0.977693
 1.800000	 2.600000	 0.285059	 0.959067
 1.800000	 2.700000	 0.309468	 0.942878
 1.800000	 2.800000	 0.320390	 0.912435
 1.800000	 2.900000	 0.339195	 0.892932
 1.800000	 3.000000	 0.353812	 0.862526
 1.800000	 3.100000	 0.364377	 0.841830
 1.800000	 3.200000	 0.373980	 0.810800
 1.800000	 3.300000	 0.378719	 0.789347
 1.800000	 3.400000	 0.389990	 0.758191
 1.800000	 3.500000	 0.402893	 0.725072
 1.800000	 3.600000	 0.397313	 0.694156
 1.800000	 3.700000	 0.407631	 0.663977
 1.800000	 3.800000	 0.398865	 0.634764
 1.800000	 3.900000	 0.409343	 0.616308
 1.800000	 4.000000	 0.402230	 0.573572
 1.800000	 4.100000	 0.402773	 0.558101
 1.800000	 4.200000	 0.399442	 0.531007
 1.800000	 4.300000	 0.402735	 0.496959
 1.800000	 4.400000	 0.395498	 0.476250
 1.800000	 4.500000	 0.391051	 0.459258
 1.800000	 4.600000	 0.381510	 0.430773
 1.800000	 4.700000	 0.382841	 0.405667
 1.800000	 4.800000	 0.373757	 0.382626
 1.800000	 4.900000	 0.371414	 0.362673
 1.800000	 5.000000	 0.366509	 0.337242
 1.800000	 5.100000	 0.367245	 0.321847
 1.800000	 5.200000	 0.354668	 0.302760
 1.800000	 5.300000	 0.348452	 0.284030
 1.800000	 5.400000	 0.344444	 0.259771
 1.800000	 5.500000	 0.339803	 0.243208
 1.800000	 5.600000	 0.337646	 0.227186
 1.800000	 5.700000	 0.337392	 0.208133
 1.800000	 5.800000	 0.331695	 0.189080
 1.800000	 5.900000	 0.325206	 0.176924
 1.800000	 6.000000	 0.324508	 0.156304
 1.900000	-6.000000	-0.336948	 0.158649
 1.900000	-5.900000	-0.342727	 0.167496
 1.900000	-5.800000	-0.347720	 0.187020
 1.900000	-5.700000	-0.350325	 0.202348
 1.900000	-5.600000	-0.356850	 0.222128
 1.900000	-5.500000	-0.358836	 0.234619
 1.900000	-5.400000	-0.367009	 0.258118
 1.900000	-5.300000	-0.366166	 0.279571
 1.900000	-5.200000	-0.373501	 0.299492
 1.900000	-5.100000	-0.382094	 0.311846
 1.900000	-5.000000	-0.384708	 0.337334
 1.900000	-4.900000	-0.393413	 0.357839
 1.900000	-4.800000	-0.394286	 0.378388
 1.900000	-4.700000	-0.410801	 0.397698
 1.900000	-4.600000	-0.407298	 0.430290
 1.900000	-4.500000	-0.419504	 0.446818
 1.900000	-4.400000	-0.417242	 0.473517
 1.900000	-4.300000	-0.423483	 0.504072
 1.900000	-4.200000	-0.430188	 0.529428
 1.900000	-4.100000	-0.435135	 0.553916
 1.900000	-4.000000	-0.435144	 0.584091
 1.900000	-3.900000	-0.437149	 0.617419
 1.900000	-3.800000	-0.436570	 0.634701
 1.900000	-3.700000	-0.436724	 0.675720
 1.900000	-3.600000	-0.431249	 0.701598
 1.900000	-3.500000	-0.428483	 0.739900
 1.900000	-3.400000	-0.423884	 0.767029
 1.900000	-3.300000	-0.414549	 0.798210
 1.900000	-3.200000	-0.408001	 0.826850
 1.900000	-3.100000	-0.383814	 0.851118
 1.900000	-3.000000	-0.379538	 0.879817
 1.900000	-2.900000	-0.362608	 0.901416
 1.900000	-2.800000	-0.336465	 0.928723
 1.900000	-2.700000	-0.316723	 0.951043
 1.900000	-2.600000	-0.305987	 0.980641
 1.900000	-2.500000	-0.284419	 0.992704
 1.900000	-2.400000	-0.264410	 1.009883
 1.900000	-2.300000	-0.243750	 1.031399
 1.900000	-2.200000	-0.225035	 1.032308
 1.900000	-2.100000	-0.202973	 1.044833
 1.900000	-2.000000	-0.185439	 1.057903
 1.900000	-1.900000	-0.167998	 1.058322
 1.900000	-1.800000	-0.150881	 1.064382
 1.900000	-1.700000	-0.133425	 1.068135
 1.900000	-1.600000	-0.122759	 1.070498
 1.900000	-1.500000	-0.106402	 1.068839
 1.900000	-1.400000	-0.095595	 1.072663
 1.900000	-1.300000	-0.082771	 1.068437
 1.900000	-1.200000	-0.073487	 1.070333
 1.900000	-1.100000	-0.061734	 1.068471
 1.900000	-1.000000	-0.053489	 1.066372
 1.900000	-0.900000	-0.044529	 1.064446
 1.900000	-0.800000	-0.037581	 1.061312
 1.900000	-0.700000	-0.031141	 1.061079
 1.900000	-0.600000	-0.024946	 1.058131
 1.900000	-0.500000	-0.020704	 1.057411
 1.900000	-0.400000	-0.016284	 1.057277
 1.900000	-0.300000	-0.011400	 1.055816
 1.900000	-0.200000	-0.007409	 1.054865
 1.900000	-0.100000	-0.004171	 1.055456
 1.900000	-0.000000	-0.000251	 1.054281
 1.900000	 0.100000	 0.003856	 1.056413
 1.900000	 0.200000	 0.007054	 1.055235
 1.900000	 0.300000	 0.011935	 1.055901
 1.900000	 0.400000	 0.015567	 1.057173
 1.900000	 0.500000	 0.020494	 1.058363
 1.900000	 0.600000	 0.025552	 1.059268
 1.900000	 0.700000	 0.031118	 1.061931
 1.900000	 0.800000	 0.038249	 1.062212
 1.900000	 0.900000	 0.045166	 1.063490
 1.900000	 1.000000	 0.052367	 1.065513
 1.900000	 1.100000	 0.061496	 1.065140
 1.900000	 1.200000	 0.071654	 1.068592
 1.900000	 1.300000	 0.079472	 1.070608
 1.900000	 1.400000	 0.090899	 1.070147
 1.900000	 1.500000	 0.102964	 1.067495
 1.900000	 1.600000	 0.117541	 1.065990
 1.900000	 1.700000	 0.130336	 1.065935
 1.900000	 1.800000	 0.149196	 1.063773
 1.900000	 1.900000	 0.168750	 1.062382
 1.900000	 2.000000	 0.182575	 1.057700
 1.900000	 2.100000	 0.203233	 1.048326
 1.900000	 2.200000	 0.224015	 1.038287
 1.900000	 2.300000	 0.246571	 1.023449
 1.900000	 2.400000	 0.266313	 1.009821
 1.900000	 2.500000	 0.286937	 0.995393
 1.900000	 2.600000	 0.307292	 0.974127
 1.900000	 2.700000	 0.328491	 0.966055
 1.900000	 2.800000	 0.344071	 0.940508
 1.900000	 2.900000	 0.359993	 0.908512
 1.900000	 3.000000	 0.387050	 0.880921
 1.900000	 3.100000	 0.396438	 0.845416
 1.900000	 3.200000	 0.402609	 0.822810
 1.900000	 3.300000	 0.421709	 0.794304
 1.900000	 3.400000	 0.414978	 0.765521
 1.900000	 3.500000	 0.426384	 0.736014
 1.900000	 3.600000	 0.428442	 0.692853
 1.900000	 3.700000	 0.431190	 0.673055
 1.900000	 3.800000	 0.435112	 0.638654
 1.900000	 3.900000	 0.439018	 0.608210
 1.900000	 4.000000	 0.424318	 0.580432
 1.900000	 4.100000	 0.433906	 0.558396
 1.900000	 4.200000	 0.425932	 0.525948
 1.900000	 4.300000	 0.433271	 0.501125
 1.900000	 4.400000	 0.416094	 0.475428
 1.900000	 4.500000	 0.415040	 0.448248
 1.900000	 4.600000	 0.414908	 0.426775
 1.900000	 4.700000	 0.405977	 0.405027
 1.900000	 4.800000	 0.401099	 0.384678
 1.900000	 4.900000	 0.388752	 0.355548
 1.900000	 5.000000	 0.386543	 0.335508
 1.900000	 5.100000	 0.381827	 0.314155
 1.900000	 5.200000	 0.376953	 0.295568
 1.900000	 5.300000	 0.371134	 0.275575
 1.900000	 5.400000	 0.365039	 0.255367
 1.900000	 5.500000	 0.360930	 0.235357
 1.900000	 5.600000	 0.358143	 0.222795
 1.900000	 5.700000	 0.349996	 0.206575
 1.900000	 5.800000	 0.345364	 0.188142
 1.900000	 5.900000	 0.344032	 0.167243
 1.900000	 6.000000	 0.342664	 0.153842
 2.000000	-6.000000	-0.356645	 0.153030
 2.000000	-5.900000	-0.360586	 0.164738
 2.000000	-5.800000	-0.363573	 0.180878
 2.000000	-5.700000	-0.366769	 0.199383
 2.000000	-5.600000	-0.373082	 0.219000
 2.000000	-5.500000	-0.378162	 0.241085
 2.000000	-5.400000	-0.381893	 0.250443
 2.000000	-5.300000	-0.392041	 0.271741
 2.000000	-5.200000	-0.394989	 0.290998
 2.000000	-5.100000	-0.399527	 0.312368
 2.000000	-5.000000	-0.405513	 0.328249
 2.000000	-4.900000	-0.415231	 0.355687
 2.000000	-4.800000	-0.415055	 0.372724
 2.000000	-4.700000	-0.432229	 0.393616
 2.000000	-4.600000	-0.433428	 0.420986
 2.000000	-4.500000	-0.434139	 0.442426
 2.000000	-4.400000	-0.442026	 0.471424
 2.000000	-4.300000	-0.454916	 0.494878
 2.000000	-4.200000	-0.458758	 0.523348
 2.000000	-4.100000	-0.460952	 0.555243
 2.000000	-4.000000	-0.460733	 0.574406
 2.000000	-3.900000	-0.465675	 0.606123
 2.000000	-3.800000	-0.467487	 0.648582
 2.000000	-3.700000	-0.463335	 0.671156
 2.000000	-3.600000	-0.456297	 0.700563
 2.000000	-3.500000	-0.458716	 0.738967
 2.000000	-3.400000	-0.456405	 0.770300
 2.000000	-3.300000	-0.442566	 0.804374
 2.000000	-3.200000	-0.435928	 0.834169
 2.000000	-3.100000	-0.431064	 0.870785
 2.000000	-3.000000	-0.405753	 0.894161
 2.000000	-2.900000	-0.393797	 0.914759
 2.000000	-2.800000	-0.368595	 0.947261
 2.000000	-2.700000	-0.344564	 0.976540
 2.000000	-2.600000	-0.328547	 0.996138
 2.000000	-2.500000	-0.306033	 1.015529
 2.000000	-2.400000	-0.282148	 1.027096
 2.000000	-2.300000	-0.260454	 1.050789
 2.000000	-2.200000	-0.231625	 1.056558
 2.000000	-2.100000	-0.212449	 1.069989
 2.000000	-2.000000	-0.189005	 1.076354
 2.000000	-1.900000	-0.170130	 1.081158
 2.000000	-1.800000	-0.154291	 1.081862
 2.000000	-1.700000	-0.132544	 1.082854
 2.000000	-1.600000	-0.117855	 1.085651
 2.000000	-1.500000	-0.102889	 1.079479
 2.000000	-1.400000	-0.088602	 1.079678
 2.000000	-1.300000	-0.081340	 1.079321
 2.000000	-1.200000	-0.068134	 1.081159
 2.000000	-1.100000	-0.059992	 1.074960
 2.000000	-1.000000	-0.051740	 1.075008
 2.000000	-0.900000	-0.043135	 1.071179
 2.000000	-0.800000	-0.036648	 1.069232
 2.000000	-0.700000	-0.031327	 1.066665
 2.000000	-0.600000	-0.024605	 1.064818
 2.000000	-0.500000	-0.018845	 1.062214
 2.000000	-0.400000	-0.014741	 1.061105
 2.000000	-0.300000	-0.011770	 1.060300
 2.000000	-0.200000	-0.008039	 1.059494
 2.000000	-0.100000	-0.004443	 1.059204
 2.000000	-0.000000	 0.000022	 1.058314
 2.000000	 0.100000	 0.002484	 1.059208
 2.000000	 0.200000	 0.006474	 1.059587
 2.000000	 0.300000	 0.010694	 1.060866
 2.000000	 0.400000	 0.014669	 1.060265
 2.000000	 0.500000	 0.019783	 1.061927
 2.000000	 0.600000	 0.025224	 1.063478
 2.000000	 0.700000	 0.029893	 1.066497
 2.000000	 0.800000	 0.035564	 1.069444
 2.000000	 0.900000	 0.043560	 1.070716
 2.000000	 1.000000	 0.051897	 1.072957
 2.000000	 1.100000	 0.059802	 1.073696
 2.000000	 1.200000	 0.069491	 1.078837
 2.000000	 1.300000	 0.082665	 1.080855
 2.000000	 1.400000	 0.092085	 1.082413
 2.000000	 1.500000	 0.103023	 1.085010
 2.000000	 1.600000	 0.116485	 1.082352
 2.000000	 1.700000	 0.132832	 1.087273
 2.000000	 1.800000	 0.149809	 1.078013
 2.000000	 1.900000	 0.170162	 1.077141
 2.000000	 2.000000	 0.191683	 1.075335
 2.000000	 2.100000	 0.212376	 1.070268
 2.000000	 2.200000	 0.238965	 1.060794
 2.000000	 2.300000	 0.259874	 1.048065
 2.000000	 2.400000	 0.283812	 1.032942
 2.000000	 2.500000	 0.302347	 1.021452
 2.000000	 2.600000	 0.325554	 1.002443
 2.000000	 2.700000	 0.354843	 0.980525
 2.000000	 2.800000	 0.371925	 0.943643
 2.000000	 2.900000	 0.391359	 0.932230
 2.000000	 3.000000	 0.408480	 0.891033
 2.000000	 3.100000	 0.413465	 0.868598
 2.000000	 3.200000	 0.433806	 0.830227
 2.000000	 3.300000	 0.448791	 0.804112
 2.000000	 3.400000	 0.443083	 0.771242
 2.000000	 3.500000	 0.459649	 0.738751
 2.000000	 3.600000	 0.457160	 0.707216
 2.000000	 3.700000	 0.467852	 0.675323
 2.000000	 3.800000	 0.466369	 0.639434
 2.000000	 3.900000	 0.462253	 0.622281
 2.000000	 4.000000	 0.468555	 0.588281
 2.000000	 4.100000	 0.460369	 0.551848
 2.000000	 4.200000	 0.463761	 0.519598
 2.000000	 4.300000	 0.450896	 0.494058
 2.000000	 4.400000	 0.442913	 0.464732
 2.000000	 4.500000	 0.441048	 0.446350
 2.000000	 4.600000	 0.428856	 0.416110
 2.000000	 4.700000	 0.426617	 0.403322
 2.000000	 4.800000	 0.420074	 0.373087
 2.000000	 4.900000	 0.414675	 0.351229
 2.000000	 5.000000	 0.409921	 0.331778
 2.000000	 5.100000	 0.403314	 0.308770
 2.000000	 5.200000	 0.399761	 0.288928
 2.000000	 5.300000	 0.384533	 0.275325
 2.000000	 5.400000	 0.382767	 0.254425
 2.000000	 5.500000	 0.376930	 0.236151
 2.000000	 5.600000	 0.370829	 0.222271
 2.000000	 5.700000	 0.370179	 0.199914
 2.000000	 5.800000	 0.365585	 0.183321
 2.000000	 5.900000	 0.357343	 0.165621
 2.000000	 6.000000	 0.358021	 0.149001
 2.100000	-6.000000	-0.370703	 0.146910
 2.100000	-5.900000	-0.377742	 0.160899
 2.100000	-5.800000	-0.379399	 0.176373
 2.100000	-5.700000	-0.388483	 0.197613
 2.100000	-5.600000	-0.389242	 0.209423
 2.100000	-5.500000	-0.394864	 0.229905
 2.100000	-5.400000	-0.402362	 0.248067
 2.100000	-5.300000	-0.409743	 0.269814
 2.100000	-5.200000	-0.412598	 0.285121
 2.100000	-5.100000	-0.424084	 0.308689
 2.100000	-5.000000	-0.422681	 0.322460
 2.100000	-4.900000	-0.431807	 0.350315
 2.100000	-4.800000	-0.438262	 0.366013
 2.100000	-4.700000	-0.452324	 0.388922
 2.100000	-4.600000	-0.462505	 0.411223
 2.100000	-4.500000	-0.471492	 0.433013
 2.100000	-4.400000	-0.472468	 0.467793
 2.100000	-4.300000	-0.477512	 0.481734
 2.100000	-4.200000	-0.482506	 0.508613
 2.100000	-4.100000	-0.487420	 0.550142
 2.100000	-4.000000	-0.492787	 0.568755
 2.100000	-3.900000	-0.499769	 0.605343
 2.100000	-3.800000	-0.491940	 0.638043
 2.100000	-3.700000	-0.498793	 0.669201
 2.100000	-3.600000	-0.495286	 0.706574
 2.100000	-3.500000	-0.489088	 0.747225
 2.100000	-3.400000	-0.493526	 0.777728
 2.100000	-3.300000	-0.482259	 0.808085
 2.100000	-3.200000	-0.460092	 0.844621
 2.100000	-3.100000	-0.454966	 0.877235
 2.100000	-3.000000	-0.436922	 0.922649
 2.100000	-2.900000	-0.424290	 0.944880
 2.100000	-2.800000	-0.407404	 0.971464
 2.100000	-2.700000	-0.369927	 0.993242
 2.100000	-2.600000	-0.349294	 1.022018
 2.100000	-2.500000	-0.311829	 1.039388
 2.100000	-2.400000	-0.291407	 1.053022
 2.100000	-2.300000	-0.269496	 1.068397
 2.100000	-2.200000	-0.243123	 1.080285
 2.100000	-2.100000	-0.215461	 1.089195
 2.100000	-2.000000	-0.197875	 1.100306
 2.100000	-1.900000	-0.177774	 1.104584
 2.100000	-1.800000	-0.157410	 1.098220
 2.100000	-1.700000	-0.138720	 1.097028
 2.100000	-1.600000	-0.119902	 1.100575
 2.100000	-1.500000	-0.100944	 1.097018
 2.100000	-1.400000	-0.088849	 1.093926
 2.100000	-1.300000	-0.078818	 1.090351
 2.100000	-1.200000	-0.068281	 1.090234
 2.100000	-1.100000	-0.055728	 1.086355
 2.100000	-1.000000	-0.046231	 1.082375
 2.100000	-0.900000	-0.039681	 1.077842
 2.100000	-0.800000	-0.032668	 1.076473
 2.100000	-0.700000	-0.026278	 1.072697
 2.100000	-0.600000	-0.022819	 1.070373
 2.100000	-0.500000	-0.017890	 1.068104
 2.100000	-0.400000	-0.014539	 1.066562
 2.100000	-0.300000	-0.009687	 1.063504
 2.100000	-0.200000	-0.007170	 1.062940
 2.100000	-0.100000	-0.003170	 1.062392
 2.100000	-0.000000	-0.001240	 1.062471
 2.100000	 0.100000	 0.002278	 1.062020
 2.100000	 0.200000	 0.005828	 1.062670
 2.100000	 0.300000	 0.009663	 1.064012
 2.100000	 0.400000	 0.013098	 1.065293
 2.100000	 0.500000	 0.017458	 1.067767
 2.100000	 0.600000	 0.022883	 1.070726
 2.100000	 0.700000	 0.028361	 1.072262
 2.100000	 0.800000	 0.034273	 1.075002
 2.100000	 0.900000	 0.041159	 1.076776
 2.100000	 1.000000	 0.050175	 1.080471
 2.100000	 1.100000	 0.052991	 1.086542
 2.100000	 1.200000	 0.066377	 1.090792
 2.100000	 1.300000	 0.079555	 1.094006
 2.100000	 1.400000	 0.091854	 1.093844
 2.100000	 1.500000	 0.104392	 1.099559
 2.100000	 1.600000	 0.119414	 1.101009
 2.100000	 1.700000	 0.138260	 1.099880
 2.100000	 1.800000	 0.154076	 1.099669
 2.100000	 1.900000	 0.179239	 1.101746
 2.100000	 2.000000	 0.195889	 1.097786
 2.100000	 2.100000	 0.220034	 1.090882
 2.100000	 2.200000	 0.241414	 1.078403
 2.100000	 2.300000	 0.266582	 1.076788
 2.100000	 2.400000	 0.289081	 1.056042
 2.100000	 2.500000	 0.318522	 1.043473
 2.100000	 2.600000	 0.342244	 1.016578
 2.100000	 2.700000	 0.373667	 1.003802
 2.100000	 2.800000	 0.392034	 0.972624
 2.100000	 2.900000	 0.407961	 0.945851
 2.100000	 3.000000	 0.432234	 0.915114
 2.100000	 3.100000	 0.446741	 0.879424
 2.100000	 3.200000	 0.459321	 0.846223
 2.100000	 3.300000	 0.467168	 0.814673
 2.100000	 3.400000	 0.487819	 0.780901
 2.100000	 3.500000	 0.498468	 0.736581
 2.100000	 3.600000	 0.496904	 0.707033
 2.100000	 3.700000	 0.506101	 0.671150
 2.100000	 3.800000	 0.498962	 0.635847
 2.100000	 3.900000	 0.501401	 0.605701
 2.100000	 4.000000	 0.491297	 0.572240
 2.100000	 4.100000	 0.485873	 0.550501
 2.100000	 4.200000	 0.486256	 0.525006
 2.100000	 4.300000	 0.481572	 0.487271
 2.100000	 4.400000	 0.472216	 0.466953
 2.100000	 4.500000	 0.461186	 0.437617
 2.100000	 4.600000	 0.461208	 0.412129
 2.100000	 4.700000	 0.451378	 0.394760
 2.100000	 4.800000	 0.442199	 0.367194
 2.100000	 4.900000	 0.438059	 0.347243
 2.100000	 5.000000	 0.431077	 0.330655
 2.100000	 5.100000	 0.419577	 0.303649
 2.100000	 5.200000	 0.414618	 0.284315
 2.100000	 5.300000	 0.405129	 0.267846
 2.100000	 5.400000	 0.401939	 0.250225
 2.100000	 5.500000	 0.398465	 0.227634
 2.100000	 5.600000	 0.390950	 0.210502
 2.100000	 5.700000	 0.382956	 0.196262
 2.100000	 5.800000	 0.384524	 0.178869
 2.100000	 5.900000	 0.376781	 0.161916
 2.100000	 6.000000	 0.370419	 0.146509
 2.200000	-6.000000	-0.386165	 0.139638
 2.200000	-5.900000	-0.391908	 0.161665
 2.200000	-5.800000	-0.401026	 0.173779
 2.200000	-5.700000	-0.401646	 0.190549
 2.200000	-5.600000	-0.404275	 0.200598
 2.200000	-5.500000	-0.414745	 0.224372
 2.200000	-5.400000	-0.419064	 0.240736
 2.200000	-5.300000	-0.429577	 0.255396
 2.200000	-5.200000	-0.430502	 0.273403
 2.200000	-5.100000	-0.440119	 0.296897
 2.200000	-5.000000	-0.443921	 0.318743
 2.200000	-4.900000	-0.455926	 0.340375
 2.200000	-4.800000	-0.462080	 0.356512
 2.200000	-4.700000	-0.471793	 0.381016
 2.200000	-4.600000	-0.482872	 0.414337
 2.200000	-4.500000	-0.487229	 0.436165
 2.200000	-4.400000	-0.499960	 0.453061
 2.200000	-4.300000	-0.506591	 0.485431
 2.200000	-4.200000	-0.515788	 0.518165
 2.200000	-4.100000	-0.525606	 0.539166
 2.200000	-4.000000	-0.520107	 0.563144
 2.200000	-3.900000	-0.534729	 0.609574
 2.200000	-3.800000	-0.529927	 0.634141
 2.200000	-3.700000	-0.531780	 0.675146
 2.200000	-3.600000	-0.526806	 0.707554
 2.200000	-3.500000	-0.523983	 0.747246
 2.200000	-3.400000	-0.521756	 0.781861
 2.200000	-3.300000	-0.506876	 0.827937
 2.200000	-3.200000	-0.511368	 0.852845
 2.200000	-3.100000	-0.491602	 0.896147
 2.200000	-3.000000	-0.458885	 0.931521
 2.200000	-2.900000	-0.452426	 0.970764
 2.200000	-2.800000	-0.436536	 1.003509
 2.200000	-2.700000	-0.394994	 1.032915
 2.200000	-2.600000	-0.372577	 1.052065
 2.200000	-2.500000	-0.336507	 1.068247
 2.200000	-2.400000	-0.305529	 1.086630
 2.200000	-2.300000	-0.279414	 1.099869
 2.200000	-2.200000	-0.252004	 1.106397
 2.200000	-2.100000	-0.234273	 1.115536
 2.200000	-2.000000	-0.199597	 1.120687
 2.200000	-1.900000	-0.173765	 1.121653
 2.200000	-1.800000	-0.155508	 1.121736
 2.200000	-1.700000	-0.136998	 1.114611
 2.200000	-1.600000	-0.114687	 1.116962
 2.200000	-1.500000	-0.096605	 1.115930
 2.200000	-1.400000	-0.084493	 1.109278
 2.200000	-1.300000	-0.072391	 1.104184
 2.200000	-1.200000	-0.064840	 1.096728
 2.200000	-1.100000	-0.053762	 1.094211
 2.200000	-1.000000	-0.043657	 1.089040
 2.200000	-0.900000	-0.036909	 1.085123
 2.200000	-0.800000	-0.030759	 1.082622
 2.200000	-0.700000	-0.025095	 1.077859
 2.200000	-0.600000	-0.020633	 1.075848
 2.200000	-0.500000	-0.016023	 1.072561
 2.200000	-0.400000	-0.012238	 1.069300
 2.200000	-0.300000	-0.008372	 1.068132
 2.200000	-0.200000	-0.005633	 1.066503
