!NGx Ngy
171 121
!  x[cm]	   y[cm]	  Bx[Arb]	By[Arb]		
-3.900000	 1.300000	 0.240548	 1.076664
-3.900000	 1.400000	 0.267432	 1.092402
-3.900000	 1.500000	 0.298175	 1.121802
-3.900000	 1.600000	 0.334684	 1.153704
-3.900000	 1.700000	 0.371473	 1.179043
-3.900000	 1.800000	 0.416240	 1.208340
-3.900000	 1.900000	 0.472426	 1.246174
-3.900000	 2.000000	 0.553288	 1.275965
-3.900000	 2.100000	 0.658014	 1.351569
-3.900000	 2.200000	 0.726392	 1.396855
-3.900000	 2.300000	 0.000000	-0.000000
-3.900000	 2.400000	-1.254040	-1.888248
-3.900000	 2.500000	-1.503383	-1.947688
-3.900000	 2.600000	-1.915425	-1.739097
-3.900000	 2.700000	-2.100560	-1.541206
-3.900000	 2.800000	-2.332365	-0.977890
-3.900000	 2.900000	-2.243672	-0.628442
-3.900000	 3.000000	-2.061583	-0.410243
-3.900000	 3.100000	-1.821864	-0.176057
-3.900000	 3.200000	-1.663241	-0.099182
-3.900000	 3.300000	-1.559201	-0.039774
-3.900000	 3.400000	-1.417479	 0.020371
-3.900000	 3.500000	-1.335251	 0.030817
-3.900000	 3.600000	-1.242292	 0.035233
-3.900000	 3.700000	-1.178240	 0.071903
-3.900000	 3.800000	-1.102141	 0.061730
-3.900000	 3.900000	-1.048423	 0.073929
-3.900000	 4.000000	-0.989630	 0.079387
-3.900000	 4.100000	-0.938241	 0.082171
-3.900000	 4.200000	-0.913511	 0.072156
-3.900000	 4.300000	-0.871802	 0.076507
-3.900000	 4.400000	-0.828585	 0.074423
-3.900000	 4.500000	-0.809826	 0.076549
-3.900000	 4.600000	-0.780852	 0.075627
-3.900000	 4.700000	-0.751862	 0.073407
-3.900000	 4.800000	-0.725904	 0.074266
-3.900000	 4.900000	-0.707635	 0.067556
-3.900000	 5.000000	-0.686956	 0.066215
-3.900000	 5.100000	-0.664549	 0.066278
-3.900000	 5.200000	-0.647377	 0.057372
-3.900000	 5.300000	-0.634368	 0.061139
-3.900000	 5.400000	-0.622666	 0.053638
-3.900000	 5.500000	-0.606506	 0.053737
-3.900000	 5.600000	-0.595040	 0.045350
-3.900000	 5.700000	-0.581940	 0.043111
-3.900000	 5.800000	-0.575672	 0.042055
-3.900000	 5.900000	-0.566321	 0.038971
-3.900000	 6.000000	-0.555577	 0.035396
-3.800000	-6.000000	 0.553463	 0.040268
-3.800000	-5.900000	 0.559908	 0.045370
-3.800000	-5.800000	 0.571203	 0.049400
-3.800000	-5.700000	 0.580174	 0.055267
-3.800000	-5.600000	 0.586641	 0.061079
-3.800000	-5.500000	 0.604100	 0.064873
-3.800000	-5.400000	 0.619491	 0.066904
-3.800000	-5.300000	 0.633664	 0.071958
-3.800000	-5.200000	 0.645679	 0.077680
-3.800000	-5.100000	 0.662349	 0.083788
-3.800000	-5.000000	 0.682621	 0.085639
-3.800000	-4.900000	 0.701026	 0.086563
-3.800000	-4.800000	 0.726654	 0.097783
-3.800000	-4.700000	 0.740527	 0.099509
-3.800000	-4.600000	 0.773697	 0.111335
-3.800000	-4.500000	 0.802613	 0.107510
-3.800000	-4.400000	 0.839667	 0.110134
-3.800000	-4.300000	 0.871674	 0.111992
-3.800000	-4.200000	 0.900545	 0.126689
-3.800000	-4.100000	 0.949348	 0.126618
-3.800000	-4.000000	 0.997467	 0.141022
-3.800000	-3.900000	 1.037972	 0.132081
-3.800000	-3.800000	 1.098342	 0.135049
-3.800000	-3.700000	 1.168493	 0.117851
-3.800000	-3.600000	 1.240307	 0.138803
-3.800000	-3.500000	 1.332561	 0.134427
-3.800000	-3.400000	 1.457727	 0.089279
-3.800000	-3.300000	 1.573324	 0.108978
-3.800000	-3.200000	 1.797386	 0.067249
-3.800000	-3.100000	 1.940852	 0.024630
-3.800000	-3.000000	 2.281232	-0.068513
-3.800000	-2.900000	 2.660058	-0.527180
-3.800000	-2.800000	 2.906176	-0.679330
-3.800000	-2.700000	 2.635015	-1.967086
-3.800000	-2.600000	 2.066174	-2.427691
-3.800000	-2.500000	 0.558166	-0.869593
-3.800000	-2.400000	-1.103275	 1.444437
-3.800000	-2.300000	-0.780221	 1.639956
-3.800000	-2.200000	-0.654621	 1.513236
-3.800000	-2.100000	-0.573823	 1.445588
-3.800000	-2.000000	-0.484581	 1.374124
-3.800000	-1.900000	-0.420437	 1.309711
-3.800000	-1.800000	-0.365603	 1.264157
-3.800000	-1.700000	-0.346052	 1.213118
-3.800000	-1.600000	-0.293169	 1.178872
-3.800000	-1.500000	-0.275289	 1.151240
-3.800000	-1.400000	-0.236858	 1.120554
-3.800000	-1.300000	-0.215856	 1.104526
-3.800000	-1.200000	-0.196863	 1.086681
-3.800000	-1.100000	-0.173617	 1.070731
-3.800000	-1.000000	-0.156003	 1.053546
-3.800000	-0.900000	-0.134684	 1.039143
-3.800000	-0.800000	-0.117157	 1.031315
-3.800000	-0.700000	-0.105317	 1.024021
-3.800000	-0.600000	-0.087808	 1.013682
-3.800000	-0.500000	-0.072943	 1.006274
-3.800000	-0.400000	-0.056901	 1.001322
-3.800000	-0.300000	-0.040515	 0.998693
-3.800000	-0.200000	-0.029771	 0.992536
-3.800000	-0.100000	-0.011954	 0.990194
-3.800000	-0.000000	-0.002956	 0.993270
-3.800000	 0.100000	 0.015419	 0.990201
-3.800000	 0.200000	 0.029862	 0.996859
-3.800000	 0.300000	 0.043895	 0.996640
-3.800000	 0.400000	 0.057825	 0.999168
-3.800000	 0.500000	 0.070657	 1.007113
-3.800000	 0.600000	 0.083001	 1.012126
-3.800000	 0.700000	 0.098762	 1.022985
-3.800000	 0.800000	 0.118891	 1.028671
-3.800000	 0.900000	 0.135022	 1.043509
-3.800000	 1.000000	 0.148248	 1.056597
-3.800000	 1.100000	 0.172653	 1.071463
-3.800000	 1.200000	 0.190790	 1.077547
-3.800000	 1.300000	 0.219853	 1.103803
-3.800000	 1.400000	 0.240855	 1.134339
-3.800000	 1.500000	 0.266391	 1.153597
-3.800000	 1.600000	 0.302299	 1.197996
-3.800000	 1.700000	 0.330415	 1.217340
-3.800000	 1.800000	 0.381365	 1.269930
-3.800000	 1.900000	 0.441621	 1.331290
-3.800000	 2.000000	 0.506360	 1.366934
-3.800000	 2.100000	 0.576798	 1.415804
-3.800000	 2.200000	 0.645133	 1.507793
-3.800000	 2.300000	 0.859342	 1.666234
-3.800000	 2.400000	 1.138877	 1.475369
-3.800000	 2.500000	-0.556839	-0.880711
-3.800000	 2.600000	-2.062121	-2.391476
-3.800000	 2.700000	-2.653726	-1.805554
-3.800000	 2.800000	-3.054663	-1.060799
-3.800000	 2.900000	-2.617761	-0.473282
-3.800000	 3.000000	-2.236851	-0.131945
-3.800000	 3.100000	-1.961764	 0.013800
-3.800000	 3.200000	-1.748014	 0.072859
-3.800000	 3.300000	-1.574821	 0.132756
-3.800000	 3.400000	-1.433560	 0.164396
-3.800000	 3.500000	-1.373214	 0.124650
-3.800000	 3.600000	-1.269295	 0.131646
-3.800000	 3.700000	-1.155228	 0.151222
-3.800000	 3.800000	-1.099322	 0.127307
-3.800000	 3.900000	-1.047627	 0.140512
-3.800000	 4.000000	-0.986582	 0.137433
-3.800000	 4.100000	-0.946463	 0.127733
-3.800000	 4.200000	-0.904225	 0.125694
-3.800000	 4.300000	-0.865297	 0.118137
-3.800000	 4.400000	-0.837348	 0.114146
-3.800000	 4.500000	-0.797555	 0.098719
-3.800000	 4.600000	-0.768186	 0.104360
-3.800000	 4.700000	-0.750258	 0.105992
-3.800000	 4.800000	-0.720622	 0.093960
-3.800000	 4.900000	-0.701839	 0.088925
-3.800000	 5.000000	-0.685245	 0.089863
-3.800000	 5.100000	-0.668230	 0.084728
-3.800000	 5.200000	-0.648869	 0.075950
-3.800000	 5.300000	-0.627844	 0.073014
-3.800000	 5.400000	-0.619412	 0.065644
-3.800000	 5.500000	-0.604385	 0.062261
-3.800000	 5.600000	-0.592322	 0.061357
-3.800000	 5.700000	-0.581700	 0.057599
-3.800000	 5.800000	-0.572524	 0.050939
-3.800000	 5.900000	-0.561951	 0.043783
-3.800000	 6.000000	-0.553095	 0.043708
-3.700000	-6.000000	 0.547814	 0.049462
-3.700000	-5.900000	 0.555113	 0.053895
-3.700000	-5.800000	 0.566567	 0.060729
-3.700000	-5.700000	 0.578170	 0.064272
-3.700000	-5.600000	 0.589095	 0.074484
-3.700000	-5.500000	 0.603979	 0.072784
-3.700000	-5.400000	 0.613076	 0.079102
-3.700000	-5.300000	 0.627504	 0.085554
-3.700000	-5.200000	 0.639774	 0.096116
-3.700000	-5.100000	 0.662303	 0.097579
-3.700000	-5.000000	 0.674324	 0.106764
-3.700000	-4.900000	 0.695491	 0.107675
-3.700000	-4.800000	 0.717803	 0.120664
-3.700000	-4.700000	 0.737358	 0.126471
-3.700000	-4.600000	 0.773255	 0.130978
-3.700000	-4.500000	 0.800370	 0.145058
-3.700000	-4.400000	 0.832335	 0.144119
-3.700000	-4.300000	 0.867512	 0.159839
-3.700000	-4.200000	 0.898083	 0.163950
-3.700000	-4.100000	 0.929495	 0.175168
-3.700000	-4.000000	 0.973870	 0.188500
-3.700000	-3.900000	 1.024760	 0.181640
-3.700000	-3.800000	 1.092711	 0.200490
-3.700000	-3.700000	 1.174092	 0.219478
-3.700000	-3.600000	 1.254949	 0.216923
-3.700000	-3.500000	 1.335021	 0.250540
-3.700000	-3.400000	 1.474800	 0.256966
-3.700000	-3.300000	 1.543400	 0.293631
-3.700000	-3.200000	 1.787028	 0.277946
-3.700000	-3.100000	 2.045666	 0.304542
-3.700000	-3.000000	 2.380775	 0.294425
-3.700000	-2.900000	 2.912688	 0.253147
-3.700000	-2.800000	 3.860266	-0.356834
-3.700000	-2.700000	 4.414173	-3.277233
-3.700000	-2.600000	-0.000910	-0.000116
-3.700000	-2.500000	-1.301601	 2.344729
-3.700000	-2.400000	-0.871710	 2.003236
-3.700000	-2.300000	-0.700229	 1.750082
-3.700000	-2.200000	-0.552929	 1.648547
-3.700000	-2.100000	-0.493479	 1.536832
-3.700000	-2.000000	-0.443948	 1.410496
-3.700000	-1.900000	-0.381197	 1.379215
-3.700000	-1.800000	-0.319910	 1.287850
-3.700000	-1.700000	-0.288652	 1.262401
-3.700000	-1.600000	-0.272044	 1.210018
-3.700000	-1.500000	-0.238475	 1.173958
-3.700000	-1.400000	-0.211080	 1.159203
-3.700000	-1.300000	-0.195263	 1.127925
-3.700000	-1.200000	-0.180581	 1.105357
-3.700000	-1.100000	-0.153622	 1.087638
-3.700000	-1.000000	-0.139712	 1.069333
-3.700000	-0.900000	-0.124291	 1.058244
-3.700000	-0.800000	-0.106348	 1.047396
-3.700000	-0.700000	-0.095081	 1.036854
-3.700000	-0.600000	-0.081640	 1.026259
-3.700000	-0.500000	-0.061848	 1.019339
-3.700000	-0.400000	-0.053601	 1.017502
-3.700000	-0.300000	-0.041081	 1.009577
-3.700000	-0.200000	-0.027690	 1.008261
-3.700000	-0.100000	-0.014291	 1.006086
-3.700000	-0.000000	 0.000347	 1.005951
-3.700000	 0.100000	 0.009167	 1.003773
-3.700000	 0.200000	 0.024177	 1.009316
-3.700000	 0.300000	 0.039062	 1.010484
-3.700000	 0.400000	 0.052396	 1.013031
-3.700000	 0.500000	 0.062525	 1.021828
-3.700000	 0.600000	 0.081520	 1.027074
-3.700000	 0.700000	 0.095628	 1.034477
-3.700000	 0.800000	 0.108637	 1.046417
-3.700000	 0.900000	 0.124930	 1.062605
-3.700000	 1.000000	 0.140427	 1.067498
-3.700000	 1.100000	 0.155373	 1.089288
-3.700000	 1.200000	 0.175105	 1.100443
-3.700000	 1.300000	 0.190915	 1.115750
-3.700000	 1.400000	 0.217161	 1.150954
-3.700000	 1.500000	 0.243243	 1.184058
-3.700000	 1.600000	 0.264660	 1.206907
-3.700000	 1.700000	 0.290370	 1.252241
-3.700000	 1.800000	 0.336934	 1.311569
-3.700000	 1.900000	 0.354917	 1.358803
-3.700000	 2.000000	 0.394856	 1.433550
-3.700000	 2.100000	 0.491622	 1.511424
-3.700000	 2.200000	 0.581954	 1.658155
-3.700000	 2.300000	 0.735326	 1.759166
-3.700000	 2.400000	 0.871137	 2.001382
-3.700000	 2.500000	 1.262196	 2.180924
-3.700000	 2.600000	 0.000984	 0.000058
-3.700000	 2.700000	-4.389491	-3.279878
-3.700000	 2.800000	-4.146782	-0.430594
-3.700000	 2.900000	-2.960180	 0.220908
-3.700000	 3.000000	-2.479906	 0.336516
-3.700000	 3.100000	-2.047866	 0.219257
-3.700000	 3.200000	-1.790375	 0.299581
-3.700000	 3.300000	-1.544134	 0.282275
-3.700000	 3.400000	-1.430584	 0.273753
-3.700000	 3.500000	-1.343701	 0.241268
-3.700000	 3.600000	-1.246035	 0.218196
-3.700000	 3.700000	-1.163458	 0.195309
-3.700000	 3.800000	-1.109712	 0.210809
-3.700000	 3.900000	-1.022601	 0.196733
-3.700000	 4.000000	-0.995164	 0.171997
-3.700000	 4.100000	-0.946396	 0.164107
-3.700000	 4.200000	-0.892318	 0.160713
-3.700000	 4.300000	-0.863931	 0.155935
-3.700000	 4.400000	-0.832753	 0.151191
-3.700000	 4.500000	-0.792837	 0.138723
-3.700000	 4.600000	-0.767175	 0.132422
-3.700000	 4.700000	-0.738864	 0.120317
-3.700000	 4.800000	-0.714294	 0.117755
-3.700000	 4.900000	-0.696516	 0.109665
-3.700000	 5.000000	-0.673902	 0.105422
-3.700000	 5.100000	-0.657704	 0.100293
-3.700000	 5.200000	-0.636210	 0.094346
-3.700000	 5.300000	-0.626971	 0.086862
-3.700000	 5.400000	-0.610083	 0.081350
-3.700000	 5.500000	-0.596666	 0.075350
-3.700000	 5.600000	-0.585760	 0.071864
-3.700000	 5.700000	-0.577177	 0.062994
-3.700000	 5.800000	-0.567228	 0.058111
-3.700000	 5.900000	-0.553831	 0.055417
-3.700000	 6.000000	-0.549220	 0.047658
-3.600000	-6.000000	 0.542009	 0.058083
-3.600000	-5.900000	 0.549540	 0.063563
-3.600000	-5.800000	 0.556808	 0.070706
-3.600000	-5.700000	 0.570442	 0.076893
-3.600000	-5.600000	 0.580226	 0.080685
-3.600000	-5.500000	 0.591593	 0.086839
-3.600000	-5.400000	 0.603897	 0.097044
-3.600000	-5.300000	 0.618639	 0.099034
-3.600000	-5.200000	 0.632915	 0.107249
-3.600000	-5.100000	 0.653585	 0.115434
-3.600000	-5.000000	 0.666670	 0.122333
-3.600000	-4.900000	 0.689175	 0.132038
-3.600000	-4.800000	 0.706930	 0.138809
-3.600000	-4.700000	 0.733113	 0.150533
-3.600000	-4.600000	 0.759110	 0.156129
-3.600000	-4.500000	 0.787079	 0.172053
-3.600000	-4.400000	 0.810588	 0.173051
-3.600000	-4.300000	 0.853650	 0.187266
-3.600000	-4.200000	 0.886768	 0.201076
-3.600000	-4.100000	 0.930134	 0.214897
-3.600000	-4.000000	 0.976070	 0.230819
-3.600000	-3.900000	 1.027177	 0.254324
-3.600000	-3.800000	 1.073134	 0.263887
-3.600000	-3.700000	 1.154814	 0.290651
-3.600000	-3.600000	 1.211883	 0.298412
-3.600000	-3.500000	 1.296266	 0.343615
-3.600000	-3.400000	 1.447694	 0.399447
-3.600000	-3.300000	 1.564454	 0.432057
-3.600000	-3.200000	 1.691046	 0.483632
-3.600000	-3.100000	 2.009245	 0.554598
-3.600000	-3.000000	 2.340991	 0.836186
-3.600000	-2.900000	 2.816456	 1.095854
-3.600000	-2.800000	 3.699410	 1.873883
-3.600000	-2.700000	 3.916994	 7.066432
-3.600000	-2.600000	-0.786521	 3.703976
-3.600000	-2.500000	-0.747967	 2.867484
-3.600000	-2.400000	-0.596251	 2.178895
-3.600000	-2.300000	-0.503134	 1.851611
-3.600000	-2.200000	-0.437714	 1.767721
-3.600000	-2.100000	-0.384492	 1.566461
-3.600000	-2.000000	-0.306505	 1.481948
-3.600000	-1.900000	-0.314166	 1.402987
-3.600000	-1.800000	-0.275165	 1.339992
-3.600000	-1.700000	-0.259992	 1.275484
-3.600000	-1.600000	-0.232096	 1.238596
-3.600000	-1.500000	-0.202853	 1.202648
-3.600000	-1.400000	-0.190864	 1.171432
-3.600000	-1.300000	-0.174962	 1.154572
-3.600000	-1.200000	-0.155863	 1.127533
-3.600000	-1.100000	-0.139525	 1.101439
-3.600000	-1.000000	-0.118647	 1.088964
-3.600000	-0.900000	-0.112132	 1.076547
-3.600000	-0.800000	-0.100064	 1.058471
-3.600000	-0.700000	-0.083306	 1.049560
-3.600000	-0.600000	-0.070937	 1.042203
-3.600000	-0.500000	-0.060860	 1.030196
-3.600000	-0.400000	-0.047608	 1.029713
-3.600000	-0.300000	-0.035226	 1.024017
-3.600000	-0.200000	-0.024971	 1.021687
-3.600000	-0.100000	-0.011849	 1.015129
-3.600000	-0.000000	 0.000671	 1.017849
-3.600000	 0.100000	 0.011454	 1.016817
-3.600000	 0.200000	 0.024716	 1.024065
-3.600000	 0.300000	 0.036351	 1.024068
-3.600000	 0.400000	 0.046663	 1.027225
-3.600000	 0.500000	 0.057844	 1.029047
-3.600000	 0.600000	 0.073462	 1.040769
-3.600000	 0.700000	 0.079878	 1.051562
-3.600000	 0.800000	 0.097844	 1.060111
-3.600000	 0.900000	 0.108736	 1.072491
-3.600000	 1.000000	 0.120498	 1.083025
-3.600000	 1.100000	 0.140719	 1.103767
-3.600000	 1.200000	 0.151969	 1.117330
-3.600000	 1.300000	 0.176250	 1.142439
-3.600000	 1.400000	 0.197919	 1.173455
-3.600000	 1.500000	 0.212263	 1.212173
-3.600000	 1.600000	 0.236432	 1.247294
-3.600000	 1.700000	 0.258431	 1.290189
-3.600000	 1.800000	 0.287658	 1.330653
-3.600000	 1.900000	 0.294758	 1.395810
-3.600000	 2.000000	 0.345613	 1.477778
-3.600000	 2.100000	 0.373920	 1.575483
-3.600000	 2.200000	 0.441735	 1.750341
-3.600000	 2.300000	 0.519697	 1.948978
-3.600000	 2.400000	 0.543353	 2.197293
-3.600000	 2.500000	 0.752300	 2.590268
-3.600000	 2.600000	 0.913334	 3.766500
-3.600000	 2.700000	-3.942082	 7.127013
-3.600000	 2.800000	-3.956314	 2.108712
-3.600000	 2.900000	-2.754645	 0.897917
-3.600000	 3.000000	-2.318431	 0.817859
-3.600000	 3.100000	-1.948886	 0.615747
-3.600000	 3.200000	-1.770421	 0.450554
-3.600000	 3.300000	-1.544298	 0.458306
-3.600000	 3.400000	-1.431335	 0.399353
-3.600000	 3.500000	-1.311200	 0.353201
-3.600000	 3.600000	-1.242569	 0.331674
-3.600000	 3.700000	-1.165699	 0.302110
-3.600000	 3.800000	-1.082566	 0.272997
-3.600000	 3.900000	-1.034789	 0.259091
-3.600000	 4.000000	-0.984329	 0.232487
-3.600000	 4.100000	-0.931646	 0.214933
-3.600000	 4.200000	-0.889993	 0.204550
-3.600000	 4.300000	-0.857778	 0.194276
-3.600000	 4.400000	-0.812136	 0.177816
-3.600000	 4.500000	-0.782610	 0.160069
-3.600000	 4.600000	-0.754311	 0.161980
-3.600000	 4.700000	-0.733593	 0.150433
-3.600000	 4.800000	-0.713867	 0.139534
-3.600000	 4.900000	-0.687571	 0.128366
-3.600000	 5.000000	-0.669367	 0.119064
-3.600000	 5.100000	-0.651675	 0.119562
-3.600000	 5.200000	-0.633477	 0.108973
-3.600000	 5.300000	-0.619070	 0.102073
-3.600000	 5.400000	-0.607223	 0.095325
-3.600000	 5.500000	-0.593674	 0.087846
-3.600000	 5.600000	-0.579877	 0.084196
-3.600000	 5.700000	-0.571554	 0.077774
-3.600000	 5.800000	-0.561540	 0.067701
-3.600000	 5.900000	-0.550539	 0.066185
-3.600000	 6.000000	-0.542627	 0.056028
-3.500000	-6.000000	 0.538171	 0.064939
-3.500000	-5.900000	 0.544149	 0.074606
-3.500000	-5.800000	 0.552369	 0.080313
-3.500000	-5.700000	 0.561704	 0.087162
-3.500000	-5.600000	 0.573073	 0.093326
-3.500000	-5.500000	 0.583272	 0.098844
-3.500000	-5.400000	 0.597674	 0.107660
-3.500000	-5.300000	 0.608202	 0.113132
-3.500000	-5.200000	 0.624884	 0.123026
-3.500000	-5.100000	 0.644492	 0.135895
-3.500000	-5.000000	 0.662576	 0.147191
-3.500000	-4.900000	 0.683630	 0.155836
-3.500000	-4.800000	 0.702734	 0.162047
-3.500000	-4.700000	 0.723047	 0.175430
-3.500000	-4.600000	 0.747045	 0.182895
-3.500000	-4.500000	 0.781920	 0.189798
-3.500000	-4.400000	 0.799397	 0.208504
-3.500000	-4.300000	 0.836694	 0.221429
-3.500000	-4.200000	 0.881931	 0.247569
-3.500000	-4.100000	 0.906031	 0.250668
-3.500000	-4.000000	 0.951399	 0.271033
-3.500000	-3.900000	 1.004033	 0.304035
-3.500000	-3.800000	 1.051999	 0.325797
-3.500000	-3.700000	 1.120680	 0.350539
-3.500000	-3.600000	 1.210470	 0.394313
-3.500000	-3.500000	 1.283433	 0.423455
-3.500000	-3.400000	 1.356693	 0.507405
-3.500000	-3.300000	 1.469815	 0.532272
-3.500000	-3.200000	 1.619945	 0.632341
-3.500000	-3.100000	 1.811369	 0.884948
-3.500000	-3.000000	 1.962366	 1.105480
-3.500000	-2.900000	 2.329290	 1.503035
-3.500000	-2.800000	 2.298308	 2.201457
-3.500000	-2.700000	 1.778355	 3.109061
-3.500000	-2.600000	 0.495464	 3.053553
-3.500000	-2.500000	-0.185530	 2.442976
-3.500000	-2.400000	-0.314942	 2.174580
-3.500000	-2.300000	-0.280352	 1.920285
-3.500000	-2.200000	-0.256066	 1.744498
-3.500000	-2.100000	-0.247877	 1.626814
-3.500000	-2.000000	-0.240711	 1.493821
-3.500000	-1.900000	-0.241388	 1.447446
-3.500000	-1.800000	-0.224729	 1.355873
-3.500000	-1.700000	-0.204372	 1.296479
-3.500000	-1.600000	-0.189700	 1.257968
-3.500000	-1.500000	-0.175885	 1.219645
-3.500000	-1.400000	-0.169194	 1.187941
-3.500000	-1.300000	-0.153280	 1.159888
-3.500000	-1.200000	-0.122239	 1.141045
-3.500000	-1.100000	-0.120191	 1.112785
-3.500000	-1.000000	-0.107147	 1.102663
-3.500000	-0.900000	-0.099095	 1.088004
-3.500000	-0.800000	-0.087418	 1.074321
-3.500000	-0.700000	-0.073257	 1.061642
-3.500000	-0.600000	-0.060847	 1.048209
-3.500000	-0.500000	-0.051372	 1.043294
-3.500000	-0.400000	-0.042735	 1.038741
-3.500000	-0.300000	-0.032567	 1.034419
-3.500000	-0.200000	-0.018979	 1.028560
-3.500000	-0.100000	-0.012212	 1.027088
-3.500000	-0.000000	 0.000830	 1.030240
-3.500000	 0.100000	 0.009296	 1.027976
-3.500000	 0.200000	 0.023337	 1.029601
-3.500000	 0.300000	 0.033473	 1.034479
-3.500000	 0.400000	 0.043813	 1.039013
-3.500000	 0.500000	 0.051028	 1.045051
-3.500000	 0.600000	 0.063157	 1.054311
-3.500000	 0.700000	 0.074009	 1.060545
-3.500000	 0.800000	 0.086920	 1.075301
-3.500000	 0.900000	 0.099184	 1.084328
-3.500000	 1.000000	 0.107026	 1.097432
-3.500000	 1.100000	 0.130493	 1.115401
-3.500000	 1.200000	 0.143371	 1.136980
-3.500000	 1.300000	 0.150550	 1.162264
-3.500000	 1.400000	 0.156224	 1.194366
-3.500000	 1.500000	 0.172290	 1.228939
-3.500000	 1.600000	 0.191810	 1.264396
-3.500000	 1.700000	 0.200257	 1.305349
-3.500000	 1.800000	 0.207508	 1.354235
-3.500000	 1.900000	 0.235214	 1.431391
-3.500000	 2.000000	 0.256566	 1.512123
-3.500000	 2.100000	 0.252173	 1.599501
-3.500000	 2.200000	 0.288541	 1.747849
-3.500000	 2.300000	 0.278918	 1.936481
-3.500000	 2.400000	 0.215645	 2.128005
-3.500000	 2.500000	 0.186154	 2.606819
-3.500000	 2.600000	-0.486169	 3.077013
-3.500000	 2.700000	-1.644371	 3.330893
-3.500000	 2.800000	-2.413853	 2.357370
-3.500000	 2.900000	-2.291467	 1.480801
-3.500000	 3.000000	-2.143774	 0.974005
-3.500000	 3.100000	-1.805989	 0.786826
-3.500000	 3.200000	-1.648760	 0.664809
-3.500000	 3.300000	-1.489038	 0.547748
-3.500000	 3.400000	-1.366516	 0.486688
-3.500000	 3.500000	-1.289243	 0.432631
-3.500000	 3.600000	-1.194476	 0.393116
-3.500000	 3.700000	-1.108699	 0.366111
-3.500000	 3.800000	-1.063911	 0.317205
-3.500000	 3.900000	-1.006469	 0.310125
-3.500000	 4.000000	-0.967719	 0.274662
-3.500000	 4.100000	-0.916815	 0.254608
-3.500000	 4.200000	-0.871267	 0.235483
-3.500000	 4.300000	-0.836968	 0.229817
-3.500000	 4.400000	-0.803779	 0.216172
-3.500000	 4.500000	-0.775229	 0.193837
-3.500000	 4.600000	-0.746347	 0.178643
-3.500000	 4.700000	-0.725831	 0.167929
-3.500000	 4.800000	-0.708231	 0.159788
-3.500000	 4.900000	-0.679940	 0.152681
-3.500000	 5.000000	-0.656496	 0.146920
-3.500000	 5.100000	-0.645559	 0.132288
-3.500000	 5.200000	-0.625077	 0.126299
-3.500000	 5.300000	-0.612544	 0.118560
-3.500000	 5.400000	-0.598435	 0.111954
-3.500000	 5.500000	-0.588317	 0.099130
-3.500000	 5.600000	-0.573444	 0.094111
-3.500000	 5.700000	-0.561187	 0.083449
-3.500000	 5.800000	-0.552245	 0.078631
-3.500000	 5.900000	-0.545453	 0.070552
-3.500000	 6.000000	-0.536072	 0.063119
-3.400000	-6.000000	 0.526932	 0.071112
-3.400000	-5.900000	 0.539602	 0.079961
-3.400000	-5.800000	 0.546434	 0.086802
-3.400000	-5.700000	 0.554113	 0.097304
-3.400000	-5.600000	 0.568284	 0.101869
-3.400000	-5.500000	 0.579385	 0.116480
-3.400000	-5.400000	 0.590002	 0.122512
-3.400000	-5.300000	 0.606210	 0.134477
-3.400000	-5.200000	 0.615750	 0.140574
-3.400000	-5.100000	 0.632752	 0.151683
-3.400000	-5.000000	 0.649437	 0.163568
-3.400000	-4.900000	 0.672478	 0.172289
-3.400000	-4.800000	 0.683272	 0.187187
-3.400000	-4.700000	 0.708686	 0.196793
-3.400000	-4.600000	 0.738399	 0.211516
-3.400000	-4.500000	 0.754767	 0.219184
-3.400000	-4.400000	 0.784935	 0.243630
-3.400000	-4.300000	 0.823537	 0.250277
-3.400000	-4.200000	 0.846879	 0.279810
-3.400000	-4.100000	 0.885445	 0.299407
-3.400000	-4.000000	 0.923940	 0.314542
-3.400000	-3.900000	 0.973232	 0.355589
-3.400000	-3.800000	 1.018439	 0.376893
-3.400000	-3.700000	 1.073043	 0.403784
-3.400000	-3.600000	 1.128539	 0.464619
-3.400000	-3.500000	 1.200229	 0.511371
-3.400000	-3.400000	 1.329764	 0.574816
-3.400000	-3.300000	 1.377265	 0.657240
-3.400000	-3.200000	 1.502599	 0.822507
-3.400000	-3.100000	 1.608321	 1.033078
-3.400000	-3.000000	 1.730124	 1.150438
-3.400000	-2.900000	 1.801518	 1.583143
-3.400000	-2.800000	 1.836477	 2.041373
-3.400000	-2.700000	 1.325215	 2.333347
-3.400000	-2.600000	 0.576070	 2.489127
-3.400000	-2.500000	 0.266525	 2.322360
-3.400000	-2.400000	 0.002368	 2.104753
-3.400000	-2.300000	-0.057125	 1.921317
-3.400000	-2.200000	-0.119216	 1.753989
-3.400000	-2.100000	-0.152000	 1.603484
-3.400000	-2.000000	-0.171216	 1.519036
-3.400000	-1.900000	-0.171661	 1.406830
-3.400000	-1.800000	-0.166084	 1.377423
-3.400000	-1.700000	-0.148272	 1.302511
-3.400000	-1.600000	-0.146367	 1.271159
-3.400000	-1.500000	-0.135475	 1.229659
-3.400000	-1.400000	-0.127837	 1.201681
-3.400000	-1.300000	-0.119030	 1.176026
-3.400000	-1.200000	-0.111633	 1.149667
