!Ngx Ngy	x[cm]			y[cm]			Ex[V/m]			Ey[V/m]			
150 100
                -5.000000                -5.000000                 0.000000                 0.000000
                -5.000000                -4.899329                 0.000000                 0.000000
                -5.000000                -4.798658                 0.000000                 0.000000
                -5.000000                -4.697987                 0.000000                 0.000000
                -5.000000                -4.597315           -425366.362909            460388.814353
                -5.000000                -4.496644           -428399.060920            512246.018897
                -5.000000                -4.395973           -422007.611261            570706.796692
                -5.000000                -4.295302           -420946.199471            630583.956921
                -5.000000                -4.194631           -413930.579925            684546.921710
                -5.000000                -4.093960           -408171.747266            746148.715595
                -5.000000                -3.993289           -397277.467264            797781.986581
                -5.000000                -3.892617           -377417.904097            842815.120023
                -5.000000                -3.791946           -363711.214217            913682.340616
                -5.000000                -3.691275           -355969.311804            957128.585177
                -5.000000                -3.590604           -342865.097579           1016767.687461
                -5.000000                -3.489933           -334475.303948           1081330.341136
                -5.000000                -3.389262           -330526.458855           1140117.902580
                -5.000000                -3.288591           -327094.504202           1221992.762098
                -5.000000                -3.187919           -334989.685653           1289101.130175
                -5.000000                -3.087248           -330110.111513           1402045.529694
                -5.000000                -2.986577           -377690.806324           1529651.621252
                -5.000000                -2.885906           -422418.630561           1702789.123940
                -5.000000                -2.785235           -495593.557579           1923992.005513
                -5.000000                -2.684564           -632051.911488           2164735.906605
                -5.000000                -2.583893           -964703.545378           2556830.740872
                -5.000000                -2.483221          -1695132.947963           3053976.308903
                -5.000000                -2.382550          -3378543.041578           2978724.526932
                -5.000000                -2.281879          -3622621.145465             20016.995669
                -5.000000                -2.181208          -2529163.466453             74180.106141
                -5.000000                -2.080537          -2149186.411675             23728.803353
                -5.000000                -1.979866          -1884714.718080             13982.974885
                -5.000000                -1.879195          -1703931.238276             11401.807067
                -5.000000                -1.778523          -1612750.764077              9348.885705
                -5.000000                -1.677852          -1512481.394018             14680.659915
                -5.000000                -1.577181          -1427835.050783              4947.953397
                -5.000000                -1.476510          -1370637.103302              5550.543466
                -5.000000                -1.375839          -1316082.347708              3435.949377
                -5.000000                -1.275168          -1263479.910737              3229.753522
                -5.000000                -1.174497          -1238021.420125              2927.210623
                -5.000000                -1.073826          -1198721.894028              2233.827025
                -5.000000                -0.973154          -1172362.865744              2455.310255
                -5.000000                -0.872483          -1153559.015371              1904.065539
                -5.000000                -0.771812          -1133111.090614              1187.675430
                -5.000000                -0.671141          -1114495.200390              2289.814929
                -5.000000                -0.570470          -1098795.582822               565.089725
                -5.000000                -0.469799          -1088664.727529               770.224749
                -5.000000                -0.369128          -1080142.203334               166.330616
                -5.000000                -0.268456          -1071404.708746               547.677944
                -5.000000                -0.167785          -1067964.586558               291.514569
                -5.000000                -0.067114          -1065715.229011                56.037561
                -5.000000                 0.033557          -1065236.846263               -31.305569
                -5.000000                 0.134228          -1067567.635571              -339.690522
                -5.000000                 0.234899          -1071128.486607              -353.361771
                -5.000000                 0.335570          -1075711.147495              -434.527955
                -5.000000                 0.436242          -1084996.233321             -1993.128443
                -5.000000                 0.536913          -1095079.090109              -541.761796
                -5.000000                 0.637584          -1107633.912067             -1836.526928
                -5.000000                 0.738255          -1126324.338350             -1578.547148
                -5.000000                 0.838926          -1142023.433901             -1574.654853
                -5.000000                 0.939597          -1170185.129442             -1906.021462
                -5.000000                 1.040268          -1194810.926673             -1752.380631
                -5.000000                 1.140940          -1229541.783965             -3718.100760
                -5.000000                 1.241611          -1254915.710072             -3580.668678
                -5.000000                 1.342282          -1300859.375976             -2594.460878
                -5.000000                 1.442953          -1346287.193228             -6150.140041
                -5.000000                 1.543624          -1407003.666167             -3977.848051
                -5.000000                 1.644295          -1459326.886058             -5360.103631
                -5.000000                 1.744966          -1577593.072175             -7657.464048
                -5.000000                 1.845638          -1676448.879359            -10744.133763
                -5.000000                 1.946309          -1806176.659643            -24214.527493
                -5.000000                 2.046980          -1997638.763446            -24488.882098
                -5.000000                 2.147651          -2370724.329270            -21866.661037
                -5.000000                 2.248322          -3027426.749271            -21751.444610
                -5.000000                 2.348993          -4223798.357402          -2251936.172853
                -5.000000                 2.449664          -2113586.752648          -3184181.899996
                -5.000000                 2.550336          -1072059.916074          -2751472.982508
                -5.000000                 2.651007           -692789.515573          -2305910.477242
                -5.000000                 2.751678           -520804.120463          -1968631.832680
                -5.000000                 2.852349           -424556.644992          -1754477.377756
                -5.000000                 2.953020           -384258.671115          -1578933.239943
                -5.000000                 3.053691           -363268.387068          -1440159.910165
                -5.000000                 3.154362           -337520.691352          -1338359.752179
                -5.000000                 3.255034           -332989.785651          -1232887.266699
                -5.000000                 3.355705           -330404.342743          -1165765.087791
                -5.000000                 3.456376           -327443.512756          -1095154.745903
                -5.000000                 3.557047           -343134.973729          -1036941.742596
                -5.000000                 3.657718           -349107.552295           -973797.804639
                -5.000000                 3.758389           -365530.683498           -921032.826536
                -5.000000                 3.859060           -377148.457965           -870633.556720
                -5.000000                 3.959732           -393090.024171           -814983.567471
                -5.000000                 4.060403           -406358.652280           -759048.560015
                -5.000000                 4.161074           -414661.245317           -706029.750037
                -5.000000                 4.261745           -420784.849121           -646770.440290
                -5.000000                 4.362416           -424083.679509           -592105.912504
                -5.000000                 4.463087           -433870.452934           -531550.562769
                -5.000000                 4.563758           -425463.333496           -475299.705068
                -5.000000                 4.664430                 0.000000                 0.000000
                -5.000000                 4.765101                 0.000000                 0.000000
                -5.000000                 4.865772                 0.000000                 0.000000
                -5.000000                 4.966443                 0.000000                 0.000000
